parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,idx1,idx2,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:7_x:1875.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,7,rch,m,gr,,1875.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:8_x:2125.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,8,rch,m,gr,,2125.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:9_x:2375.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,9,rch,m,gr,,2375.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:10_x:2625.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,10,rch,m,gr,,2625.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:11_x:2875.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,11,rch,m,gr,,2875.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:12_x:3125.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,12,rch,m,gr,,3125.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:13_x:3375.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,13,rch,m,gr,,3375.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:14_x:3625.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,14,rch,m,gr,,3625.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:15_x:3875.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,15,rch,m,gr,,3875.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:16_x:4125.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,16,rch,m,gr,,4125.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:17_x:4375.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,17,rch,m,gr,,4375.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:18_x:4625.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,18,rch,m,gr,,4625.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:23_j:19_x:4875.00_y:4125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,23,,,,0,19,rch,m,gr,,4875.00,4125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:0_x:125.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,0,rch,m,gr,,125.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:1_x:375.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,1,rch,m,gr,,375.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:2_x:625.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,2,rch,m,gr,,625.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:3_x:875.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,3,rch,m,gr,,875.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:4_x:1125.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,4,rch,m,gr,,1125.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:5_x:1375.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,5,rch,m,gr,,1375.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:6_x:1625.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,6,rch,m,gr,,1625.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:7_x:1875.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,7,rch,m,gr,,1875.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:8_x:2125.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,8,rch,m,gr,,2125.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:9_x:2375.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,9,rch,m,gr,,2375.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:10_x:2625.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,10,rch,m,gr,,2625.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:11_x:2875.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,11,rch,m,gr,,2875.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:12_x:3125.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,12,rch,m,gr,,3125.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:13_x:3375.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,13,rch,m,gr,,3375.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:14_x:3625.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,14,rch,m,gr,,3625.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:15_x:3875.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,15,rch,m,gr,,3875.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:16_x:4125.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,16,rch,m,gr,,4125.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:17_x:4375.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,17,rch,m,gr,,4375.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:18_x:4625.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,18,rch,m,gr,,4625.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:24_j:19_x:4875.00_y:3875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,24,,,,0,19,rch,m,gr,,4875.00,3875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:0_x:125.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,0,rch,m,gr,,125.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:1_x:375.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,1,rch,m,gr,,375.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:2_x:625.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,2,rch,m,gr,,625.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:3_x:875.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,3,rch,m,gr,,875.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:4_x:1125.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,4,rch,m,gr,,1125.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:5_x:1375.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,5,rch,m,gr,,1375.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:6_x:1625.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,6,rch,m,gr,,1625.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:7_x:1875.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,7,rch,m,gr,,1875.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:8_x:2125.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,8,rch,m,gr,,2125.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:9_x:2375.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,9,rch,m,gr,,2375.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:10_x:2625.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,10,rch,m,gr,,2625.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:11_x:2875.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,11,rch,m,gr,,2875.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:12_x:3125.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,12,rch,m,gr,,3125.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:13_x:3375.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,13,rch,m,gr,,3375.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:14_x:3625.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,14,rch,m,gr,,3625.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:15_x:3875.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,15,rch,m,gr,,3875.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:16_x:4125.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,16,rch,m,gr,,4125.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:17_x:4375.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,17,rch,m,gr,,4375.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:18_x:4625.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,18,rch,m,gr,,4625.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:25_j:19_x:4875.00_y:3625.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,25,,,,0,19,rch,m,gr,,4875.00,3625.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:0_x:125.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,0,rch,m,gr,,125.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:1_x:375.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,1,rch,m,gr,,375.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:2_x:625.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,2,rch,m,gr,,625.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:3_x:875.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,3,rch,m,gr,,875.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:4_x:1125.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,4,rch,m,gr,,1125.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:5_x:1375.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,5,rch,m,gr,,1375.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:6_x:1625.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,6,rch,m,gr,,1625.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:7_x:1875.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,7,rch,m,gr,,1875.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:8_x:2125.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,8,rch,m,gr,,2125.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:9_x:2375.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,9,rch,m,gr,,2375.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:10_x:2625.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,10,rch,m,gr,,2625.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:11_x:2875.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,11,rch,m,gr,,2875.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:12_x:3125.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,12,rch,m,gr,,3125.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:13_x:3375.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,13,rch,m,gr,,3375.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:14_x:3625.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,14,rch,m,gr,,3625.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:15_x:3875.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,15,rch,m,gr,,3875.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:16_x:4125.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,16,rch,m,gr,,4125.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:17_x:4375.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,17,rch,m,gr,,4375.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:18_x:4625.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,18,rch,m,gr,,4625.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:26_j:19_x:4875.00_y:3375.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,26,,,,0,19,rch,m,gr,,4875.00,3375.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:0_x:125.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,0,rch,m,gr,,125.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:1_x:375.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,1,rch,m,gr,,375.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:2_x:625.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,2,rch,m,gr,,625.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:3_x:875.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,3,rch,m,gr,,875.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:4_x:1125.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,4,rch,m,gr,,1125.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:5_x:1375.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,5,rch,m,gr,,1375.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:6_x:1625.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,6,rch,m,gr,,1625.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:7_x:1875.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,7,rch,m,gr,,1875.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:8_x:2125.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,8,rch,m,gr,,2125.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:9_x:2375.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,9,rch,m,gr,,2375.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:10_x:2625.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,10,rch,m,gr,,2625.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:11_x:2875.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,11,rch,m,gr,,2875.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:12_x:3125.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,12,rch,m,gr,,3125.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:13_x:3375.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,13,rch,m,gr,,3375.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:14_x:3625.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,14,rch,m,gr,,3625.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:15_x:3875.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,15,rch,m,gr,,3875.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:16_x:4125.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,16,rch,m,gr,,4125.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:17_x:4375.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,17,rch,m,gr,,4375.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:18_x:4625.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,18,rch,m,gr,,4625.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:27_j:19_x:4875.00_y:3125.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,27,,,,0,19,rch,m,gr,,4875.00,3125.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:0_x:125.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,0,rch,m,gr,,125.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:1_x:375.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,1,rch,m,gr,,375.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:2_x:625.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,2,rch,m,gr,,625.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:3_x:875.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,3,rch,m,gr,,875.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:4_x:1125.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,4,rch,m,gr,,1125.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:5_x:1375.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,5,rch,m,gr,,1375.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:6_x:1625.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,6,rch,m,gr,,1625.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:7_x:1875.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,7,rch,m,gr,,1875.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:8_x:2125.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,8,rch,m,gr,,2125.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:9_x:2375.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,9,rch,m,gr,,2375.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:10_x:2625.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,10,rch,m,gr,,2625.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:11_x:2875.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,11,rch,m,gr,,2875.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:12_x:3125.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,12,rch,m,gr,,3125.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:13_x:3375.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,13,rch,m,gr,,3375.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:14_x:3625.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,14,rch,m,gr,,3625.00,2875.00,1
pname:rch_recharge_1gr_inst:0_ptype:gr_pstyle:m_i:28_j:15_x:3875.00_y:2875.00_zone:1,none,factor,1.0,0.2,5.0,rch_recharge_1gr,1.0,0.0,1,28,,,,0,15,rch,m,gr,,3875.00,2875.00,1
